nsim,ave_community_size,community_size_range,num_communities,rate_within,rate_between,beta,num_introductions,direct_VE,incperiod_shape,incperiod_rate,infperiod_shape,infperiod_rate,trial_startday,trial_length,num_clusters_enrolled_per_day,num_ind_enrolled_per_day,enrollment_period,cluster_coverage,oneday_intros,PowerLaw,R0,power_iRCT,power_stratified_iRCT,power_cRCT_gaussianfrailty_coxme,power_cRCT_gaussianfrailty_coxph,power_cRCT_gammafrailty_coxph,power_cRCT_gee,power_cRCT_gaussianfrailty_rslopes,power_cRCT_permtest,VE_iRCT,VE_stratified_iRCT,VE_cRCT_gaussianfrailty_coxme,VE_cRCT_gaussianfrailty_coxph,VE_cRCT_gammafrailty_coxph,VE_cRCT_gee,VE_cRCT_gaussianfrailty_rslopes,event_cont_iRCT,event_cont_stratified_iRCT,event_cont_cRCT,event_vacc_iRCT,event_vacc_stratified_iRCT,event_vacc_cRCT,samplesize_iRCT,samplesize_stratified_iRCT,samplesize_cRCT,ICC,deff,prop_zeros
500,100,0,80,0.15,0,0.01147347,0.025,0.7,3.11,0.32,1.13,0.226,150,140,80,4000,1,0.5,0,0,0.8,0.712,0.722,0.182,0.322,0.548,0.612,0,0,0.701445368,0.680481407,0.736061408,0.730763061,0.857255698,0.847020616,0.846851115,18,18,25,6,6,4,3998,3998,3998,0.103079546,6.048320755,0.875
500,100,0,80,0.15,0,0.01147347,0.025,0.8,3.11,0.32,1.13,0.226,150,140,80,4000,1,0.5,0,0,0.8,0.816,0.828,0.258,0.47,0.682,0.726,0,0,0.788573676,0.798650124,0.824127404,0.818371906,0.91564,0.907440142,0.907315329,18,18,27,4,4,2.5,3998,3998,3998,0.113987107,6.583230274,0.8875
500,100,0,80,0.15,0,0.01147347,0.025,0.9,3.11,0.32,1.13,0.226,150,140,80,4000,1,0.5,0,0,0.8,0.876,0.888,0.258,0.526,0.822,0.864,0,0,0.891202511,0.890789339,0.894043983,0.897678311,0.96057021,0.956779546,0.956778217,15,16,26,2,2,1,3998,3998,3998,0.120252358,6.887852072,0.9
500,100,0,80,0.15,0,0.01147347,0.025,1,3.11,0.32,1.13,0.226,150,140,80,4000,1,0.5,0,0,0.8,0.922,0.94,0.268,0.556,0.846,0.916,0,0,1,1,1,1,1,1,1,16,16,25,0,0,0,3998,3998,3998,0.118764111,6.815727867,0.9125
1000,100,0,80,0.15,0,0.01147347,0.025,0,3.11,0.32,1.13,0.226,200,140,80,4000,1,0.5,0,0,0.8,0.022,0.024,0.053,0.026,0.047,0.06,0,0,-0.009819439,0.003399938,-0.001466515,-0.011248539,-0.013281428,-0.017262655,-0.017230663,33,34,33,33,34,33,3996,3996,3996,0.16402038,9.025721839,0.8125
500,100,0,80,0.15,0,0.01147347,0.025,0.6,3.11,0.32,1.13,0.226,200,140,80,4000,1,0.5,0,0,0.8,0.626,0.654,0.188,0.258,0.442,0.5,0,0,0.594305642,0.579171476,0.646320826,0.628144856,0.791138444,0.773406245,0.773328537,24,23,31,10,10,7,3996,3996,3996,0.126319708,7.180184659,0.85
1000,100,0,80,0.15,0,0.01147347,0.025,0,3.11,0.32,1.13,0.226,250,140,80,4000,1,0.5,0,0,0.8,0.021,0.026,0.06,0.027,0.047,0.067,0,0,-0.025853038,0.003614519,0.00067819,-0.015933569,0.042220887,0.041665872,0.041742905,33,33,33,33,33,32,3995,3994,3994,0.178856159,9.747258373,0.825
500,100,0,80,0.15,0,0.01147347,0.025,0.6,3.11,0.32,1.13,0.226,250,140,80,4000,1,0.5,0,0,0.8,0.638,0.652,0.156,0.208,0.386,0.484,0,0,0.594540593,0.567906825,0.609495545,0.602778755,0.790331386,0.774500131,0.774295283,24,24,31,10,11,7,3995,3994,3995,0.138542846,7.7834693,0.8625
1000,100,0,80,0.15,0,0.01147347,0.05,0,3.11,0.32,1.13,0.226,150,140,80,4000,1,0.5,0,0,0.8,0.018,0.023,0.046,0.033,0.044,0.047,0,0,0.012125515,-0.012387052,0.00811702,0.003221701,0.020790214,0.012683639,0.01257591,53,52,53,54,53,52,3996,3996,3995,0.149642978,8.32287592,0.675
500,100,0,80,0.15,0,0.01147347,0.05,0.6,3.11,0.32,1.13,0.226,150,140,80,4000,1,0.5,0,0,0.8,0.89,0.854,0.378,0.508,0.65,0.67,0,0,0.584779804,0.579628522,0.652956345,0.648727821,0.769704587,0.751800902,0.751352605,40,39,52,17,17,13,3996,3996,3995,0.122449919,6.99403447,0.7625
1000,100,0,80,0.15,0,0.01453885,0.0125,0,3.11,0.32,1.13,0.226,150,140,80,4000,1,0.5,0,0,1,0.02,0.023,0.083,0.012,0.065,0.113,0,0,-0.002965272,-0.005648302,0.025093562,0.029064041,0.020568371,0.037367856,0.037529501,25,25,24,24,25,23,3999,3999,3998,0.276487194,14.54038154,0.9
500,100,0,80,0.15,0,0.01453885,0.0125,0.6,3.11,0.32,1.13,0.226,150,140,80,4000,1,0.5,0,0,1,0.494,0.49,0.18,0.07,0.276,0.418,0,0,0.579417575,0.57131821,0.633102165,0.590829943,0.843211658,0.819599929,0.819710253,17,17,23,7.5,8,4,3999,3999,3999,0.187208464,10.16853452,0.925
1000,100,0,80,0.15,0,0.01453885,0.025,0,3.11,0.32,1.13,0.226,100,140,80,4000,1,0.5,0,0,1,0.022,0.025,0.068,0.024,0.08,0.1,0,0,-0.009257845,0.009341521,-0.025377908,-0.010959863,0.000677077,-0.00072621,-0.000413596,32,32,30,32,31,29,3999,3999,3999,0.243311344,12.91921445,0.8625
500,100,0,80,0.15,0,0.01453885,0.025,0.6,3.11,0.32,1.13,0.226,100,140,80,4000,1,0.5,0,0,1,0.624,0.626,0.188,0.152,0.396,0.474,0,0,0.599624664,0.590713523,0.640541895,0.636819602,0.818074621,0.794661666,0.794203657,22,21,30,9,9,6,3999,3999,3999,0.175059694,9.57333982,0.8875
1000,100,0,80,0.15,0,0.01453885,0.025,0,3.11,0.32,1.13,0.226,150,140,80,4000,1,0.5,0,0,1,0.027,0.027,0.079,0.028,0.05,0.053,0,0,0.002680763,-0.012538627,0.023774336,0.01859558,-0.004496788,0.010543344,0.010036007,50,51,50,50,52,50,3997,3996,3996,0.278780718,14.63418084,0.8125
500,100,0,80,0.15,0,0.01453885,0.025,0.4,3.11,0.32,1.13,0.226,150,140,80,4000,1,0.5,0,0,1,0.454,0.488,0.184,0.104,0.236,0.272,0,0,0.380732607,0.388493631,0.451676348,0.433681112,0.665710694,0.617182629,0.615530699,39,40,49,25,26,20,3997,3996,3997,0.224331739,11.98111116,0.8375
500,100,0,80,0.15,0,0.01453885,0.025,0.5,3.11,0.32,1.13,0.226,150,140,80,4000,1,0.5,0,0,1,0.638,0.668,0.202,0.168,0.346,0.41,0,0,0.494726078,0.491761416,0.575839791,0.561297585,0.754465664,0.729898486,0.729198191,36,38,49,19,21,14,3997,3997,3996,0.222534097,11.89582561,0.8375
500,100,0,80,0.15,0,0.01453885,0.025,0.6,3.11,0.32,1.13,0.226,150,140,80,4000,1,0.5,0,0,1,0.776,0.8,0.298,0.238,0.434,0.52,0,0,0.580727112,0.58293024,0.627964589,0.626069388,0.811059434,0.787284352,0.787012736,33,35,49.5,15,16,11,3997,3996,3996,0.227302361,12.12377083,0.85
500,100,0,80,0.15,0,0.01453885,0.025,0.7,3.11,0.32,1.13,0.226,150,140,80,4000,1,0.5,0,0,1,0.908,0.896,0.298,0.324,0.604,0.658,0,0,0.69171484,0.674442187,0.72601677,0.709236748,0.888559421,0.87011912,0.869869946,32,33,49,11,11,7,3997,3996,3996,0.233868914,12.43285201,0.8625
500,100,0,80,0.15,0,0.01453885,0.025,0.8,3.11,0.32,1.13,0.226,150,140,80,4000,1,0.5,0,0,1,0.942,0.952,0.384,0.464,0.708,0.772,0,0,0.780592117,0.786903615,0.802702429,0.796149861,0.933185264,0.921583204,0.921261057,31,31,49,7,7,4,3997,3997,3997,0.244400667,12.95400297,0.875
500,100,0,80,0.15,0,0.01453885,0.025,0.9,3.11,0.32,1.13,0.226,150,140,80,4000,1,0.5,0,0,1,0.978,0.984,0.416,0.582,0.848,0.874,0,0,0.883710707,0.886667572,0.890833732,0.8917528,0.970529636,0.964388702,0.964259065,28,29,48,4,4,2,3997,3996,3997,0.25299938,13.37800774,0.8875
500,100,0,80,0.15,0,0.01453885,0.025,1,3.11,0.32,1.13,0.226,150,140,80,4000,1,0.5,0,0,1,0.988,0.982,0.414,0.71,0.936,0.962,0,0,1,1,1,1,1,1,1,26,25,49,0,0,0,3997,3997,3997,0.255882173,13.52922094,0.9
1000,100,0,80,0.15,0,0.01453885,0.025,0,3.11,0.32,1.13,0.226,200,140,80,4000,1,0.5,0,0,1,0.026,0.02,0.076,0.028,0.035,0.044,0,0,0.008698801,0.002004309,-0.031184858,-0.016668835,-0.012817209,-0.025326748,-0.025381313,66,66,64,65,67,66.5,3993,3991,3991,0.304335496,15.8755086,0.7875
500,100,0,80,0.15,0,0.01453885,0.025,0.6,3.11,0.32,1.13,0.226,200,140,80,4000,1,0.5,0,0,1,0.87,0.884,0.294,0.24,0.446,0.552,0,0,0.575098641,0.572362682,0.630928027,0.617991578,0.807925645,0.783657042,0.78314118,43,47,63,20,22,14,3994,3991,3992,0.251576386,13.27357143,0.825
1000,100,0,80,0.15,0,0.01453885,0.025,0,3.11,0.32,1.13,0.226,250,140,80,4000,1,0.5,0,0,1,0.023,0.018,0.09,0.025,0.029,0.046,0,0,-0.007501475,-0.004635976,0.001651417,-0.003723289,-0.00350653,0.007106975,0.007450197,69,73,72,68,73,71,3989,3983,3984,0.322477523,16.73201675,0.8
500,100,0,80,0.15,0,0.01453885,0.025,0.6,3.11,0.32,1.13,0.226,250,140,80,4000,1,0.5,0,0,1,0.9,0.912,0.264,0.25,0.44,0.562,0,0,0.573427278,0.580412106,0.627153073,0.611035704,0.80578016,0.778394264,0.778299111,48,51,72,22,23,15,3990,3984,3984,0.274010414,14.33786573,0.8375
1000,100,0,80,0.15,0,0.01453885,0.05,0,3.11,0.32,1.13,0.226,150,140,80,4000,1,0.5,0,0,1,0.032,0.022,0.062,0.024,0.029,0.031,0,0,-0.001305552,0.003154578,0.020596936,0.017177525,0.032035946,-0.002551854,-0.001929225,98,102,100,97.5,101,99,3992,3991,3991.5,0.273725519,14.3809442,0.65
500,100,0,80,0.15,0,0.01453885,0.05,0.6,3.11,0.32,1.13,0.226,150,140,80,4000,1,0.5,0,0,1,0.976,0.984,0.418,0.492,0.718,0.736,0,0,0.585550372,0.576591311,0.669059338,0.660214008,0.810020662,0.786336959,0.785461474,70,70,99,32,33,21,3993,3991,3992,0.239592486,12.717203,0.725
1000,100,0,80,0.15,0,0.01768975,0.0125,0,3.11,0.32,1.13,0.226,150,140,80,4000,1,0.5,0,0,1.2,0.024,0.026,0.114,0.014,0.064,0.096,0,0,-0.002119052,0.012251282,-0.038841298,-0.004719028,-0.078222932,-0.03621636,-0.036413445,42,45,41,43,45,41.5,3998,3997,3997,0.41875166,21.49965013,0.8875
500,100,0,80,0.15,0,0.01768975,0.0125,0.6,3.11,0.32,1.13,0.226,150,140,80,4000,1,0.5,0,0,1.2,0.67,0.708,0.228,0.07,0.298,0.434,0,0,0.575212702,0.581796494,0.615870531,0.568748916,0.839840098,0.81191449,0.811314499,29,29,38,14,14,7,3998,3997,3998,0.321009264,16.72343566,0.925
1000,100,0,80,0.15,0,0.01768975,0.025,0,3.11,0.32,1.13,0.226,100,140,80,4000,1,0.5,0,0,1.2,0.019,0.019,0.087,0.021,0.073,0.091,0,0,-0.006051604,-0.006276204,0.000295902,0.025241564,0.021349515,0.012000463,0.011616991,52,53,49,51,53,49,3998,3999,3998,0.380057109,19.60854621,0.85
500,100,0,80,0.15,0,0.01768975,0.025,0.6,3.11,0.32,1.13,0.226,100,140,80,4000,1,0.5,0,0,1.2,0.816,0.798,0.296,0.138,0.396,0.482,0,0,0.581183331,0.586609226,0.636777927,0.619535538,0.848842118,0.809422996,0.808369829,37,35,49,17,16,9,3999,3999,3999,0.315548601,16.45201861,0.8875
1000,100,0,80,0.15,0,0.01768975,0.025,0,3.11,0.32,1.13,0.226,150,140,80,4000,1,0.5,0,0,1.2,0.031,0.024,0.092,0.015,0.038,0.045,0,0,0.002175147,0.00683238,0.003899113,-0.014737218,0.001835971,0.012025443,0.011945032,84,88,86,84.5,88,87,3995,3993,3993,0.423222148,21.66281092,0.8
500,100,0,80,0.15,0,0.01768975,0.025,0.4,3.11,0.32,1.13,0.226,150,140,80,4000,1,0.5,0,0,1.2,0.676,0.708,0.242,0.126,0.228,0.292,0,0,0.382072338,0.377857305,0.478397604,0.474534258,0.664897744,0.6113408,0.610785308,65,69,90,44,46,34.5,3994,3993,3993,0.367669783,18.96371131,0.8125
500,100,0,80,0.15,0,0.01768975,0.025,0.5,3.11,0.32,1.13,0.226,150,140,80,4000,1,0.5,0,0,1.2,0.824,0.866,0.35,0.172,0.348,0.442,0,0,0.475286776,0.477668248,0.584067396,0.560594903,0.779449847,0.736140952,0.73544245,60,65,89,35,36.5,24,3995,3993,3994,0.363062379,18.75601963,0.825
500,100,0,80,0.15,0,0.01768975,0.025,0.6,3.11,0.32,1.13,0.226,150,140,80,4000,1,0.5,0,0,1.2,0.934,0.918,0.406,0.262,0.486,0.564,0,0,0.587471904,0.573805143,0.655143924,0.637802707,0.84678221,0.80267995,0.80213526,57,57,85,27,27,16,3995,3993,3993,0.368097493,18.99536641,0.8375
500,100,0,80,0.15,0,0.01768975,0.025,0.7,3.11,0.32,1.13,0.226,150,140,80,4000,1,0.5,0,0,1.2,0.984,0.974,0.454,0.33,0.616,0.714,0,0,0.676272795,0.684562441,0.729142903,0.711331344,0.892908136,0.86382492,0.863472904,55,54,84,20,20,12,3995,3994,3994,0.373227094,19.2648009,0.85
500,100,0,80,0.15,0,0.01768975,0.025,0.8,3.11,0.32,1.13,0.226,150,140,80,4000,1,0.5,0,0,1.2,0.998,0.994,0.54,0.472,0.774,0.846,0,0,0.786788918,0.776253752,0.802673413,0.799451333,0.94159697,0.920754559,0.920425437,52,50,88.5,13,13,7,3994,3993.5,3993,0.38758227,19.96244763,0.8625
500,100,0,80,0.15,0,0.01768975,0.025,0.9,3.11,0.32,1.13,0.226,150,140,80,4000,1,0.5,0,0,1.2,0.99,0.988,0.578,0.6,0.9,0.932,0,0,0.886265668,0.887553965,0.88141604,0.86981597,0.970934091,0.959954994,0.959744077,46.5,47,81,6,6,3,3995,3994,3994,0.400857889,20.59417182,0.875
500,100,0,80,0.15,0,0.01768975,0.025,1,3.11,0.32,1.13,0.226,150,140,80,4000,1,0.5,0,0,1.2,0.994,0.998,0.638,0.74,0.962,0.986,0,0,1,0.989668908,1,1,1,1,1,40,43,86,0,1,0,3995,3993,3994,0.42241009,21.63401102,0.9
1000,100,0,80,0.15,0,0.01768975,0.025,0,3.11,0.32,1.13,0.226,200,140,80,4000,1,0.5,0,0,1.2,0.026,0.018,0.089,0.02,0.018,0.024,0,0,-0.007731066,0.003695072,0.004998232,-0.009609411,-0.039915256,-0.024744651,-0.025158212,112,117,113,112,117,117,3988,3978,3979,0.434709037,22.12459051,0.7625
500,100,0,80,0.15,0,0.01768975,0.025,0.6,3.11,0.32,1.13,0.226,200,140,80,4000,1,0.5,0,0,1.2,0.978,0.982,0.378,0.274,0.48,0.586,0,0,0.573217174,0.576244173,0.643732791,0.617663205,0.826555701,0.78003983,0.779640162,77,83,113,38,41,26,3989,3979,3980,0.390558301,20.08863007,0.8125
1000,100,0,80,0.15,0,0.01768975,0.025,0,3.11,0.32,1.13,0.226,250,140,80,4000,1,0.5,0,0,1.2,0.03,0.023,0.091,0.025,0.012,0.025,0,0,0.000437652,0.002097471,-0.013595256,-0.013389152,0.007382791,0.002602965,0.002921528,122,130,126,123,130,126.5,3982,3953,3951,0.452703797,22.92520946,0.7625
500,100,0,80,0.15,0,0.01768975,0.025,0.6,3.11,0.32,1.13,0.226,250,140,80,4000,1,0.5,0,0,1.2,0.984,0.988,0.336,0.244,0.486,0.66,0,0,0.574722271,0.569851779,0.637996888,0.608970881,0.819379828,0.7832702,0.782910151,87,90,128,43,45,29,3983,3952,3954,0.394123838,20.03308906,0.8
1000,100,0,80,0.15,0,0.01768975,0.05,0,3.11,0.32,1.13,0.226,150,140,80,4000,1,0.5,0,0,1.2,0.027,0.025,0.095,0.029,0.022,0.033,0,0,0.005814648,-0.004520271,-0.036321251,-0.004717928,-0.052653084,-0.037181987,-0.036321251,167,169,166,165,171,169,3987,3983,3983,0.402938608,20.65823435,0.625
500,100,0,80,0.15,0,0.01768975,0.05,0.6,3.11,0.32,1.13,0.226,150,140,80,4000,1,0.5,0,0,1.2,0.998,0.998,0.496,0.528,0.772,0.812,0,0,0.576027685,0.581926864,0.706158663,0.700536131,0.840223204,0.805321391,0.80341173,117,121,173,56,56,35,3988,3984,3985,0.364665612,18.79278652,0.7
1000,100,0,80,0.15,0,0.02258464,0.0125,0,3.11,0.32,1.13,0.226,150,140,80,4000,1,0.5,0,0,1.5,0.024,0.025,0.147,0.02,0.048,0.061,0,0,-0.007215611,-0.000780244,-0.036453896,-0.046592612,-0.040715914,-0.026800669,-0.02720026,73,75,73,74,74,77,3995,3994,3993,0.596865452,30.1043726,0.8875
500,100,0,80,0.15,0,0.02258464,0.0125,0.6,3.11,0.32,1.13,0.226,150,140,80,4000,1,0.5,0,0,1.5,0.87,0.914,0.374,0.084,0.28,0.416,0,0,0.577618701,0.565864822,0.608802647,0.574655689,0.855298331,0.791812317,0.791162612,47,54,76,26,29,17,3996,3993,3994.5,0.515816158,26.19836603,0.9
